period_begin,period_end,region_type,zipcode,state,state_code,property_type,median_sale_price,median_sale_price_mom,median_sale_price_yoy,median_list_price,median_list_price_mom,median_list_price_yoy
10/1/23,12/31/23,zip code,98131,Washington,WA,All Residential,395000.0,0.0,0.058981233,432475.0,0.0,0.41795082
5/1/14,7/31/14,zip code,98148,Washington,WA,Condo/Co-op,53500.0,0.0,,62750.0,0.0,
1/1/15,3/31/15,zip code,98166,Washington,WA,Townhouse,327600.0,0.0,0.331707317,308500.0,-0.029874214,-0.166103528
2/1/13,4/30/13,zip code,98112,Washington,WA,Condo/Co-op,375000.0,0.0,0.102941176,445000.0,-0.071949948,0.129441624
9/1/20,11/30/20,zip code,98125,Washington,WA,Condo/Co-op,307475.0,-0.068257576,0.060258621,332000.0,0.037662135,0.110367893
10/1/18,12/31/18,zip code,98110,Washington,WA,Single Family Residential,1075000.0,0.157158235,0.26053869,982250.0,0.012628866,0.11309738
2/1/17,4/30/17,zip code,98177,Washington,WA,Multi-Family (2-4 Unit),595000.0,,0.252631579,,,
3/1/15,5/31/15,zip code,98118,Washington,WA,Single Family Residential,423500.0,0.014371257,0.161228407,399000.0,0.0,0.10449827
10/1/17,12/31/17,zip code,98178,Washington,WA,Condo/Co-op,239500.0,1.069114471,1.371287129,187475.0,-0.217223382,0.630217391
9/1/12,11/30/12,zip code,98116,Washington,WA,Single Family Residential,465000.0,0.016393443,0.094117647,505000.0,0.041237113,0.097826087
9/1/13,11/30/13,zip code,98178,Washington,WA,Single Family Residential,242500.0,-0.03,0.218746074,239450.0,0.019153011,0.032334555
11/1/22,1/31/23,zip code,98112,Washington,WA,Townhouse,1050000.0,0.135135135,0.40009334,924975.0,-0.051307692,-0.007537554
10/1/16,12/31/16,zip code,98115,Washington,WA,Single Family Residential,700000.0,0.0,0.076923077,685000.0,0.007501103,0.053846154
3/1/15,5/31/15,zip code,98107,Washington,WA,Condo/Co-op,322250.0,-0.017530488,0.086846543,349450.0,-0.000143062,0.076887519
9/1/22,11/30/22,zip code,98115,Washington,WA,Condo/Co-op,515000.0,0.069574247,0.226482496,525000.0,0.03960396,0.25029769
2/1/22,4/30/22,zip code,98121,Washington,WA,Condo/Co-op,649950.0,-0.022631579,0.03992,683000.0,-0.022889843,0.043544691
7/1/19,9/30/19,zip code,98109,Washington,WA,Condo/Co-op,504750.0,0.001985112,0.040721649,500000.0,5.5e-05,-0.069334574
9/1/18,11/30/18,zip code,98155,Washington,WA,Single Family Residential,617000.0,0.029233913,0.08245614,599995.0,-0.040008,0.0909
8/1/18,10/31/18,zip code,98118,Washington,WA,All Residential,562500.0,0.03021978,0.022727273,599000.0,0.023931624,0.186138614
12/1/22,2/28/23,zip code,98199,Washington,WA,Multi-Family (2-4 Unit),1770000.0,0.0,0.346775728,1732500.0,-0.021186441,0.155
4/1/14,6/30/14,zip code,98117,Washington,WA,Single Family Residential,555000.0,0.0,0.226519337,538000.0,0.010376074,0.195555556
7/1/23,9/30/23,zip code,98166,Washington,WA,Single Family Residential,880000.0,-0.035616438,0.101376721,797500.0,-0.039098741,-0.06173711
9/1/18,11/30/18,zip code,98108,Washington,WA,Single Family Residential,538725.0,0.078096858,-0.004205176,569925.0,0.025044964,0.027817854
10/1/17,12/31/17,zip code,98108,Washington,WA,Single Family Residential,543000.0,0.003696858,0.234090909,554500.0,0.0,0.274859179
1/1/16,3/31/16,zip code,98119,Washington,WA,Multi-Family (2-4 Unit),685000.0,0.0,-0.436909166,850000.0,-0.107588126,-0.227272727
1/1/13,3/31/13,zip code,98107,Washington,WA,Multi-Family (2-4 Unit),488500.0,0.028421053,-0.09537037,460000.0,-0.075330419,
7/1/16,9/30/16,zip code,98199,Washington,WA,Multi-Family (2-4 Unit),1130000.0,0.189473684,,599950.0,-0.110526316,
3/1/21,5/31/21,zip code,98112,Washington,WA,Condo/Co-op,549000.0,-0.001818182,-0.08040201,607500.0,0.029661017,-0.125899281
10/1/20,12/31/20,zip code,98177,Washington,WA,Condo/Co-op,612988.0,-0.012892234,-0.23039316,456950.0,-0.284898279,0.235
4/1/12,6/30/12,zip code,98133,Washington,WA,Multi-Family (2-4 Unit),545000.0,0.0,2.207769276,415000.0,0.144906545,-0.168336673
7/1/15,9/30/15,zip code,98168,Washington,WA,Condo/Co-op,112500.0,0.184210526,0.308139535,109950.0,-0.043913043,0.116243655
9/1/18,11/30/18,zip code,98131,Washington,WA,Single Family Residential,367500.0,0.130769231,-0.085820896,469950.0,0.177819549,0.205
7/1/23,9/30/23,zip code,98199,Washington,WA,All Residential,1065000.0,-0.02739726,-0.1125,1048000.0,-0.001904762,-0.047272727
1/1/19,3/31/19,zip code,98117,Washington,WA,Single Family Residential,857000.0,-0.008675535,0.056720099,829990.0,-0.020082645,0.109983283
4/1/15,6/30/15,zip code,98119,Washington,WA,All Residential,561500.0,0.015921838,0.039819629,669950.0,0.230394858,0.220309654
5/1/21,7/31/21,zip code,98178,Washington,WA,Condo/Co-op,572451.5,0.023818083,1.790744668,453692.0,-0.199676125,0.910282105
3/1/15,5/31/15,zip code,98168,Washington,WA,All Residential,249250.0,0.067566121,0.240049751,272450.0,-0.005656934,0.184565217
2/1/18,4/30/18,zip code,98133,Washington,WA,Single Family Residential,655000.0,0.009244992,0.164444444,600000.0,8.33e-05,0.126919284
8/1/22,10/31/22,zip code,98115,Washington,WA,Condo/Co-op,481500.0,0.028846154,0.103724928,505000.0,0.01,0.202380952
7/1/15,9/30/15,zip code,98199,Washington,WA,Townhouse,518055.5,0.001934028,0.143610375,509900.0,0.036382114,0.214192166
12/1/12,2/28/13,zip code,98144,Washington,WA,Townhouse,347450.0,0.007101449,0.341505792,345000.0,0.0,0.38016562
9/1/20,11/30/20,zip code,98115,Washington,WA,Condo/Co-op,410000.0,-0.00243309,-0.023809524,335000.0,-0.122462344,-0.111404657
1/1/20,3/31/20,zip code,98101,Washington,WA,All Residential,594125.0,0.019957082,-0.233387097,619750.0,0.059401709,-0.113376252
12/1/18,2/28/19,zip code,98119,Washington,WA,All Residential,772060.0,-0.022708861,-0.141201335,899000.0,0.123820239,0.076646707
9/1/16,11/30/16,zip code,98133,Washington,WA,Condo/Co-op,219500.0,-0.05387931,0.070731707,219500.0,-0.045652174,0.045238095
12/1/21,2/28/22,zip code,98199,Washington,WA,Single Family Residential,1235000.0,-0.042635659,-0.076055588,1457000.0,0.24,0.142745098
4/1/14,6/30/14,zip code,98188,Washington,WA,Single Family Residential,236750.0,0.038377193,0.115206614,275000.0,0.05973025,0.1
9/1/12,11/30/12,zip code,98109,Washington,WA,Townhouse,782500.0,0.580808081,-0.027950311,579900.0,-0.016201544,0.177461929
7/1/20,9/30/20,zip code,98126,Washington,WA,Multi-Family (2-4 Unit),630000.0,0.0,,1024999.5,-0.068182273,
10/1/20,12/31/20,zip code,98109,Washington,WA,Single Family Residential,1150000.0,-0.155343371,-0.239694556,1325000.0,-0.122516556,0.064257028
2/1/17,4/30/17,zip code,98168,Washington,WA,Townhouse,357000.0,0.0,0.081982119,392000.0,0.098039216,0.153110752
5/1/23,7/31/23,zip code,98108,Washington,WA,Condo/Co-op,649950.0,0.262041286,1.736631579,649950.0,0.0,1.600320064
6/1/21,8/31/21,zip code,98188,Washington,WA,All Residential,530000.0,0.145945946,0.214899713,525000.0,0.029512697,0.235294118
1/1/15,3/31/15,zip code,98102,Washington,WA,Condo/Co-op,309000.0,-0.128349788,0.060034305,392800.0,0.076311824,0.288080013
8/1/22,10/31/22,zip code,98108,Washington,WA,Townhouse,689950.0,-0.007230476,0.243153153,634475.0,-0.022380586,0.172112416
3/1/20,5/31/20,zip code,98106,Washington,WA,Single Family Residential,590000.0,-0.030402629,0.044247788,595000.0,0.02233677,-0.008249861
6/1/12,8/31/12,zip code,98198,Washington,WA,Townhouse,127593.5,0.288823232,0.076284268,91225.0,0.126234568,-0.227234223
7/1/15,9/30/15,zip code,98104,Washington,WA,All Residential,375000.0,-0.166666667,0.470588235,429419.0,0.010516531,0.365619335
8/1/12,10/31/12,zip code,98155,Washington,WA,Single Family Residential,311250.0,-0.042307692,0.233650416,309000.0,0.03008584,0.144656418
9/1/22,11/30/22,zip code,98112,Washington,WA,Condo/Co-op,837000.0,-0.014134276,0.513562387,872000.0,0.020479813,0.465546218
6/1/17,8/31/17,zip code,98198,Washington,WA,Single Family Residential,387500.0,-0.006410256,0.174242424,374970.0,-0.006570407,0.136617157
9/1/12,11/30/12,zip code,98136,Washington,WA,Townhouse,315000.0,-0.080291971,0.115044248,425000.0,-0.009324009,0.49122807
9/1/19,11/30/19,zip code,98148,Washington,WA,Single Family Residential,535000.0,0.075376884,0.108932399,455000.0,-0.021505376,-0.042105263
1/1/13,3/31/13,zip code,98148,Washington,WA,Single Family Residential,183262.5,-0.193564356,-0.251913461,256250.0,0.256127451,0.139142032
2/1/22,4/30/22,zip code,98105,Washington,WA,Townhouse,869950.0,0.023470588,0.183605442,874500.0,0.005172414,0.06
8/1/12,10/31/12,zip code,98166,Washington,WA,Multi-Family (2-4 Unit),155000.0,,,540000.0,,
9/1/18,11/30/18,zip code,98102,Washington,WA,Multi-Family (2-4 Unit),3500000.0,1.295081967,1.464788732,2400000.0,0.066666667,0.787709497
8/1/15,10/31/15,zip code,98132,Washington,WA,All Residential,275000.0,0.028037383,0.294269914,289970.0,-0.03981854,6.9e-05
10/1/21,12/31/21,zip code,98155,Washington,WA,Condo/Co-op,332500.0,-0.001501502,0.166871381,354000.0,0.053571429,0.151313115
9/1/15,11/30/15,zip code,98119,Washington,WA,Condo/Co-op,375050.0,-0.000133298,0.43697318,325000.0,-0.144511714,0.0077535
10/1/18,12/31/18,zip code,98132,Washington,WA,All Residential,367000.0,-0.001360544,-0.087064677,472475.0,0.005372912,0.211474359
4/1/18,6/30/18,zip code,98155,Washington,WA,Townhouse,632500.0,-0.019379845,0.386996008,480000.0,-0.189866581,0.078651685
10/1/21,12/31/21,zip code,98148,Washington,WA,Condo/Co-op,188000.0,-0.149321267,-0.079469226,190000.0,0.013333333,0.130952381
1/1/14,3/31/14,zip code,98102,Washington,WA,Condo/Co-op,291500.0,0.0,0.06,304950.0,0.061618799,0.07197469
8/1/12,10/31/12,zip code,98112,Washington,WA,Multi-Family (2-4 Unit),739000.0,0.103808813,,969000.0,0.250322581,
5/1/22,7/31/22,zip code,98134,Washington,WA,Single Family Residential,1050000.0,0.0,,1050000.0,0.0,
4/1/24,6/30/24,zip code,98102,Washington,WA,Single Family Residential,1829520.0,0.014905833,0.036555241,1848000.0,0.12,0.026666667
4/1/21,6/30/21,zip code,98106,Washington,WA,Single Family Residential,676000.0,0.024242424,0.171577123,624975.0,-4e-05,0.050378151
7/1/16,9/30/16,zip code,98188,Washington,WA,Single Family Residential,344640.0,-0.007716227,0.217809187,339900.0,0.004135894,0.192631579
5/1/18,7/31/18,zip code,98122,Washington,WA,All Residential,790000.0,0.01607717,0.076294278,775000.0,-0.004495825,0.123188406
12/1/16,2/28/17,zip code,98110,Washington,WA,Single Family Residential,740000.0,0.035689293,0.072463768,836495.0,0.007831372,0.116815754
12/1/23,2/29/24,zip code,98116,Washington,WA,All Residential,960000.0,0.090909091,0.196261682,967500.0,0.075059726,0.048780488
1/1/18,3/31/18,zip code,98144,Washington,WA,Single Family Residential,794975.0,-0.00628125,0.223038462,790000.0,-0.011851528,0.089655172
5/1/13,7/31/13,zip code,98107,Washington,WA,Townhouse,429950.0,0.036024096,0.078920954,450000.0,0.046633329,0.105651106
12/1/15,2/29/16,zip code,98166,Washington,WA,Single Family Residential,453500.0,0.054773811,0.242465753,457500.0,0.05184504,0.063953488
9/1/17,11/30/17,zip code,98131,Washington,WA,Single Family Residential,402000.0,0.148571429,-0.151003168,390000.0,0.054054054,-0.199958152
7/1/19,9/30/19,zip code,98110,Washington,WA,All Residential,825000.0,-0.073033708,-0.029411765,807000.0,-0.015853659,-0.019441069
3/1/17,5/31/17,zip code,98125,Washington,WA,Condo/Co-op,295000.0,-0.067765545,0.39134536,294500.0,0.042477876,0.354265822
12/1/14,2/28/15,zip code,98118,Washington,WA,All Residential,353000.0,0.008571429,0.17823765,399700.0,0.054617414,0.229846154
7/1/16,9/30/16,zip code,98178,Washington,WA,Single Family Residential,370000.0,0.022099448,0.164437451,388000.0,0.050226827,0.151677056
10/1/14,12/31/14,zip code,98108,Washington,WA,All Residential,349975.0,-0.005752841,0.035735425,320000.0,-0.044704829,-0.083094556
5/1/16,7/31/16,zip code,98102,Washington,WA,Single Family Residential,1159000.0,-0.034166667,0.201036269,1275000.0,0.06427379,0.063386155
6/1/13,8/31/13,zip code,98112,Washington,WA,All Residential,750000.0,0.016260163,0.102941176,742750.0,0.021664374,0.003851872
5/1/17,7/31/17,zip code,98102,Washington,WA,All Residential,550000.0,-0.021352313,0.111111111,632500.0,0.058577406,0.277777778
7/1/14,9/30/14,zip code,98118,Washington,WA,Multi-Family (2-4 Unit),300000.0,-0.230769231,-0.423076923,279500.0,0.0,-0.32642487
6/1/14,8/31/14,zip code,98122,Washington,WA,Townhouse,492749.5,-0.014499029,0.059676344,499950.0,-0.065328832,0.060339343
1/1/17,3/31/17,zip code,98109,Washington,WA,Condo/Co-op,500000.0,0.081081081,0.179245283,465000.0,0.081395349,0.107274676
8/1/22,10/31/22,zip code,98109,Washington,WA,All Residential,801500.0,-0.014145141,0.101718213,899950.0,0.125007813,0.31379562
12/1/17,2/28/18,zip code,98122,Washington,WA,Townhouse,807000.0,0.036010013,0.232061069,784975.0,-0.017553191,0.145948905
4/1/21,6/30/21,zip code,98119,Washington,WA,All Residential,1030000.0,-0.02323376,0.085353003,1062500.0,0.036585366,0.118451074
1/1/24,3/31/24,zip code,98109,Washington,WA,Single Family Residential,1920000.0,0.060773481,0.548387097,2000000.0,0.00050025,0.438848921
12/1/21,2/28/22,zip code,98116,Washington,WA,Townhouse,842475.0,0.027408537,0.121057884,904995.0,0.064762633,0.198668874
6/1/17,8/31/17,zip code,98105,Washington,WA,Single Family Residential,927550.0,0.013715847,-0.084127376,899000.0,0.0,0.027428571
11/1/15,1/31/16,zip code,98177,Washington,WA,Condo/Co-op,364900.0,1.133918129,-0.085406354,399950.0,0.045825979,1.367268423
3/1/19,5/31/19,zip code,98110,Washington,WA,All Residential,855000.0,0.159821347,0.027027027,988000.0,0.076252723,0.187856928
1/1/12,3/31/12,zip code,98103,Washington,WA,Condo/Co-op,177000.0,0.153094463,-0.350458716,215000.0,0.265077964,0.063040791
6/1/15,8/31/15,zip code,98146,Washington,WA,Single Family Residential,333100.0,-0.031686047,0.184355556,360000.0,6.94e-05,0.107692308
8/1/21,10/31/21,zip code,98116,Washington,WA,All Residential,849500.0,0.023493976,0.061875,839206.0,-0.011535925,0.012311218
11/1/20,1/31/21,zip code,98118,Washington,WA,All Residential,625500.0,-0.025700935,0.143510055,629900.0,-7.94e-05,0.08146622
12/1/12,2/28/13,zip code,98146,Washington,WA,All Residential,255000.0,0.108695652,0.333333333,265000.0,-0.070175439,0.402116402
3/1/22,5/31/22,zip code,98109,Washington,WA,Condo/Co-op,525000.0,0.105146827,0.060606061,525000.0,-0.004739336,0.0
9/1/20,11/30/20,zip code,98198,Washington,WA,Single Family Residential,485000.0,0.010416667,0.152155838,469975.0,-0.005343915,0.002078891
11/1/13,1/31/14,zip code,98146,Washington,WA,All Residential,284990.0,-0.03170348,0.239086957,324000.0,0.223103058,0.136842105
11/1/18,1/31/19,zip code,98148,Washington,WA,Condo/Co-op,170000.0,0.0,-0.095744681,139950.0,0.0,-0.176522507
12/1/15,2/29/16,zip code,98136,Washington,WA,Townhouse,502500.0,-0.033653846,0.082974138,461250.0,-0.137850467,0.031879195
5/1/17,7/31/17,zip code,98108,Washington,WA,Condo/Co-op,410000.0,0.0,0.184971098,400000.0,0.0,
12/1/14,2/28/15,zip code,98198,Washington,WA,Condo/Co-op,159000.0,-0.021538462,0.325,129950.0,-0.000365392,-0.106872852
8/1/23,10/31/23,zip code,98178,Washington,WA,Townhouse,635000.0,-0.019305019,0.058333333,470000.0,0.005401358,0.070615034
4/1/17,6/30/17,zip code,98136,Washington,WA,Single Family Residential,764000.0,0.013598673,0.175429824,699950.0,0.0,0.085277929
6/1/16,8/31/16,zip code,98108,Washington,WA,Single Family Residential,458500.0,0.018888889,0.06627907,417450.0,0.012061337,0.043627609
11/1/18,1/31/19,zip code,98108,Washington,WA,Multi-Family (2-4 Unit),253000.0,-0.393939394,-0.629304029,601500.0,0.0,-0.087253414
10/1/17,12/31/17,zip code,98106,Washington,WA,Single Family Residential,526000.0,0.017408124,0.16901878,535000.0,0.038834951,0.189021002
1/1/18,3/31/18,zip code,98106,Washington,WA,Condo/Co-op,340000.0,-0.095143047,0.528089888,299950.0,0.131886792,0.250052094
12/1/12,2/28/13,zip code,98155,Washington,WA,Multi-Family (2-4 Unit),300000.0,0.0,-0.136690647,800000.0,-0.238095238,1.580645161
1/1/15,3/31/15,zip code,98164,Washington,WA,Condo/Co-op,522500.0,,-0.066964286,537000.0,,-0.53686934
7/1/14,9/30/14,zip code,98198,Washington,WA,Townhouse,134500.0,0.013182674,-0.208823529,261000.0,-0.065855404,1.193277311
11/1/22,1/31/23,zip code,98106,Washington,WA,All Residential,687000.0,0.017777778,0.056923077,599950.0,-0.014860427,-0.076928995
10/1/14,12/31/14,zip code,98112,Washington,WA,Single Family Residential,1118875.0,0.09963145,0.279445397,1172000.0,0.0,0.646067416
2/1/17,4/30/17,zip code,98115,Washington,WA,Townhouse,659500.0,0.014693438,0.199090909,659475.0,0.007639711,0.22125
4/1/17,6/30/17,zip code,98133,Washington,WA,Multi-Family (2-4 Unit),595000.0,0.0,0.087751371,504944.0,0.202568304,-0.265536
5/1/15,7/31/15,zip code,98136,Washington,WA,Condo/Co-op,256909.0,0.021710082,0.070454167,234475.0,-0.059277834,-0.080490196
10/1/15,12/31/15,zip code,98136,Washington,WA,Condo/Co-op,294000.0,0.065217391,0.36744186,344475.0,0.028283582,0.208684211
7/1/17,9/30/17,zip code,98118,Washington,WA,All Residential,572000.0,-0.005217391,0.230107527,538800.0,-0.020319105,0.164972973
4/1/13,6/30/13,zip code,98178,Washington,WA,Single Family Residential,254500.0,0.018,0.263184018,262000.0,-0.011320755,0.114893617
6/1/16,8/31/16,zip code,98126,Washington,WA,Townhouse,480000.0,0.173594132,0.129411765,448888.5,0.03909375,0.091522188
3/1/19,5/31/19,zip code,98126,Washington,WA,Townhouse,568000.0,0.056744186,-0.053254438,565000.0,0.066037736,-0.043993232
2/1/17,4/30/17,zip code,98122,Washington,WA,Multi-Family (2-4 Unit),1195000.0,0.238341969,0.62585034,925000.0,0.057142857,0.111111111
12/1/12,2/28/13,zip code,98106,Washington,WA,Multi-Family (2-4 Unit),343000.0,0.0,0.69592089,329900.0,-0.128171247,0.833287024
5/1/23,7/31/23,zip code,98177,Washington,WA,Multi-Family (2-4 Unit),895000.0,0.0,,,,
7/1/23,9/30/23,zip code,98108,Washington,WA,Condo/Co-op,660000.0,0.007672049,1.933333333,679999.0,0.062500098,1.730919679
10/1/21,12/31/21,zip code,98132,Washington,WA,All Residential,637500.0,0.202830189,0.416666667,625000.0,0.141552511,0.388888889
2/1/19,4/30/19,zip code,98188,Washington,WA,Condo/Co-op,176000.0,-0.097435897,0.079754601,170000.0,0.0,0.065997805
1/1/14,3/31/14,zip code,98166,Washington,WA,Townhouse,246000.0,0.795620438,0.732394366,369950.0,0.171747565,0.233372229
3/1/16,5/31/16,zip code,98199,Washington,WA,All Residential,715000.0,0.036231884,0.036532328,775000.0,0.048076273,0.148148148
11/1/14,1/31/15,zip code,98144,Washington,WA,Townhouse,370000.0,0.046676096,0.01369863,399950.0,0.026038994,0.081238172
6/1/19,8/31/19,zip code,98155,Washington,WA,All Residential,595000.0,0.0,-0.048,599000.0,4.17e-05,-0.001650028
10/1/20,12/31/20,zip code,98146,Washington,WA,Single Family Residential,560000.0,-0.021834061,0.066666667,535000.0,-0.018348624,0.008492069
7/1/19,9/30/19,zip code,98133,Washington,WA,Multi-Family (2-4 Unit),1120000.0,0.22739726,0.566433566,997500.0,0.536979969,0.246875
11/1/20,1/31/21,zip code,98136,Washington,WA,Townhouse,598000.0,-0.035483871,-0.004991681,569950.0,-0.017242866,-0.079983858
5/1/21,7/31/21,zip code,98105,Washington,WA,Multi-Family (2-4 Unit),1225000.0,0.195121951,-0.048543689,1385000.0,-0.058783554,0.204347826
8/1/13,10/31/13,zip code,98115,Washington,WA,Condo/Co-op,215000.0,0.194444444,0.232091691,203500.0,0.043656645,0.043589744
10/1/19,12/31/19,zip code,98132,Washington,WA,Single Family Residential,395888.5,-0.039105583,0.078715259,395000.0,0.0,-0.16397693
4/1/19,6/30/19,zip code,98115,Washington,WA,All Residential,789000.0,-0.025925926,-0.047101449,775000.0,-0.030037547,-0.028822055
5/1/15,7/31/15,zip code,98105,Washington,WA,Multi-Family (2-4 Unit),677500.0,-0.248057714,0.167902086,795000.0,-0.111731844,0.032501055
6/1/18,8/31/18,zip code,98117,Washington,WA,Condo/Co-op,508000.0,-0.008780488,0.132538179,477000.0,-0.016494845,0.306849315
1/1/21,3/31/21,zip code,98103,Washington,WA,Single Family Residential,1093000.0,0.194535519,0.118158568,915000.0,-0.029126214,0.045714286
1/1/14,3/31/14,zip code,98108,Washington,WA,Townhouse,347400.0,-0.01905972,0.310943396,289950.0,-0.023737374,0.028556226
12/1/20,2/28/21,zip code,98117,Washington,WA,All Residential,819000.0,-0.001219512,0.137578999,825000.0,0.019777503,0.100001467
6/1/20,8/31/20,zip code,98131,Washington,WA,Condo/Co-op,220000.0,0.0,,,,
8/1/13,10/31/13,zip code,98103,Washington,WA,Condo/Co-op,244950.0,0.051287554,0.310927068,239500.0,0.00209205,0.1975
8/1/20,10/31/20,zip code,98112,Washington,WA,Single Family Residential,1486000.0,0.021305842,0.062567036,1497000.0,-0.018038701,-0.076780759
